q_id	prefix_first	jump_text	text	a	a_id	agent	next_q_id	database
0	您好，欢迎致电长江时代，我是智能语音客服，请您对着话筒简短说出您的需求，如查话费，查流量，开通10元10G流量包等，您也可以微信关注“长江时代”公众号，账号为您的手机号码，初始密码为123456或者身份证后6位，自助查询，如需人工服务，请说转人工	请问还有什么可以帮到您？	请问有什么可以帮到您？	用户没有需求了	B		-1	
0	您好，欢迎致电长江时代，我是智能语音客服，请您对着话筒简短说出您的需求，如查话费，查流量，开通10元10G流量包等，您也可以微信关注“长江时代”公众号，账号为您的手机号码，初始密码为123456或者身份证后6位，自助查询，如需人工服务，请说转人工	请问还有什么可以帮到您？	请问有什么可以帮到您？	用户希望转接人工客服	C		-2	
1	好的，		马上为您查询，请稍后			check_phone_balance	1001	all
1001			详细信息稍后将发送到您的手机上，请注意查收，如需重新播报话费，请说重播，您也可以对我说充值缴费，查流量，办理流量包等				0	
								
2	好的，		正在为您查询号码状态			check_phone_status	2001	all
2001			如有疑问，您可以直接输入转人工				0	
								
3	好的，		马上为您查询，请稍后			check_phone_card_plan	3001	all
3001			更多业务稍后短信发送给您，请点击短信链接查询，如需重新播报请说重播，如需关闭业务或对业务查询有疑问请说转人工，如需查询了解其他业务，请直接说业务名称，如查话费，查账单，办理流量包等				0	
								
4	好的，		马上为您查询，请稍后			check_phone_resource	4001	all
4001			套餐使用情况信息稍后将发送到您的手机上，请查收，如需查询其他业务请直接说出业务名称				0	
								
5	好的，		可以为您查询当月及近12个月账单			check_phone_bill	5001	all
5001			更详细的账单内容稍后将发送到您的手机上，请查收				0	
								
6	您好，		您可以在“长江时代”公众号自行查询，账号为您的手机号码，初始密码为123456或者身份证后6位，登录之后点击我的，详单查询，点击之后即可查询近半年的详单。				0	
								
7	好的，		正在为您查询			check_phone_location	7001	all
7001			详细的信息稍后将通过短信发送到您的手机上，请查收。				0	
								
8	好的，		现在为您查询充值记录			check_phone_recharge	8001	all
8001			具体充值信息，稍后将发送到您的手机上，请查收,您也可以在公众号上自行查询，如充值未到账，您可以联系微信在线客服				0	
								
9	好的，		请稍后，为您核实流量使用情况			check_phone_resource	9001	all
9001			您好，如您使用手机观看下载视频、游戏或者wifi信号较弱时手机自动切换移动数据等情况，将会产出较高流量，建议您在不使用时，通过手机设置关闭移动数据网络，如您仍对流量去向有疑问，建议您点击短信链接核实流量详单，使用情况、使用类型、开始时间及使用时长都能查询到，稍后将详单查询方式发送到您的手机上，请查收，如需更换套餐，请说转人工				0	
								
16	好的，		很抱歉给您带来的不便，为了更好的服务，下面将为您转接人工服务				-2	
								
17			很抱歉给您带来的不便，为了更好的服务，下面将为您转接人工服务				-2	
								
18			很抱歉给您带来的不便，为了更好的服务，下面将为您转接人工服务				-2	
								
19			很抱歉给您带来的不便，为了更好的服务，下面将为您转接人工服务				-2	
								
20			很抱歉给您带来的不便，为了更好的服务，下面将为您转接人工服务				-2	
								
21			很抱歉给您带来的不便，为了更好的服务，下面将为您转接人工服务				-2	
								
22			很抱歉给您带来的不便，为了更好的服务，下面将为您转接人工服务				-2	
								
23			对不起，我没有理解您的意思，您可以简短的说出您的业务需求，如需转人工服务，请说转人工				0	
